Income,Firstdate,Lastdate,Amount,rfaf2,rfaa2,pepstrfl,glast,gavr,class
5,8704,9512,0.29,3,D,X,5,2.85,0
2,9410,9512,0.16,3,E,0,10,6.75,0
4,9202,9512,0.16,2,F,X,10,8.87,0
7,8704,9602,0.25,1,G,X,30,14,0
1,9509,9509,0.06,1,F,0,23,23,0
7,9210,9603,0.11,1,F,0,20,11.8,0
5,8703,9506,0.23,1,E,X,10,6.56,0
4,9001,9512,0.18,2,G,0,32,25.43,0
0,9109,9512,0.19,4,G,0,25,15.5,0
4,8801,9603,0.15,1,F,0,15,8.77,0
3,9601,9601,0.07,1,F,0,15,15,0
6,9210,9506,0.17,1,G,X,25,18.77,0
5,9409,9512,0.24,4,D,X,6,4.85,0
5,8812,9603,0.22,3,E,X,12,8.27,0
0,9309,9512,0.56,4,D,X,5,4.33,0
4,9507,9602,0.15,3,E,0,11,7,0
0,9002,9512,0.29,3,D,X,5,4.8,0
7,9008,9603,0.14,3,F,0,15,11.62,0
5,9111,9512,0.1,1,G,0,30,24,0
0,9501,9508,0.09,1,F,0,15,15,0
5,8910,9512,0.15,2,F,X,20,10,0
0,8801,9509,0.12,1,F,X,16,11.25,0
5,9502,9512,0.1,1,F,0,20,15,0
5,8702,9602,0.21,3,E,X,10,7.75,0
2,8612,9603,0.31,3,D,X,5,4.54,0
4,9409,9512,0.13,2,G,0,25,21.25,0
2,8609,9512,0.26,4,E,0,5,10.42,0
0,9502,9602,0.16,1,G,0,50,75,0
5,9501,9603,0.17,3,E,X,9,8,0
2,8906,9603,0.2,3,F,X,10,8.15,0
6,9410,9504,0.07,1,G,0,30,27.5,0
0,9310,9602,0.23,1,F,X,15,12.22,0
5,9502,9603,0.2,4,E,0,6,8.2,0
7,8804,9509,0.23,2,G,0,19,13.09,0
0,9403,9512,0.09,1,F,0,20,15,0
5,9305,9504,0.09,1,F,0,15,13.8,0
0,9102,9511,0.08,1,F,0,20,16.25,0
4,9302,9512,0.14,3,E,0,12,9.4,0
6,9502,9512,0.1,1,F,0,15,10,0
6,8801,9602,0.18,3,D,X,9,6.45,0
0,9502,9506,0.09,1,F,0,16,13,0
2,8610,9601,0.27,3,D,X,3,3.2,0
4,8812,9512,0.29,1,E,X,12,7.33,0
5,9409,9506,0.08,1,F,0,15,15,0
6,9601,9601,0.07,1,G,0,50,50,0
0,9602,9610,0.12,1,G,0,20,22.5,0
0,8608,9512,0.25,2,E,X,13,8.28,0
0,9309,9601,0.1,1,F,0,20,14,0
4,8608,9612,0.22,1,G,X,17,10.8,0
6,9410,9506,0.07,1,G,0,25,22.5,0
5,9212,9512,0.12,1,F,X,15,11.4,0
6,9205,9602,0.12,1,F,0,10,12.42,0
3,9101,9602,0.15,3,G,X,25,23.44,0
6,9410,9602,0.25,4,D,0,7,5.4,0
4,9310,9602,0.16,2,E,0,12,11.85,0
5,8810,9512,0.18,1,G,X,25,20.46,0
0,8609,9511,0.2,2,F,X,18,11.21,0
5,9102,9512,0.23,2,F,0,17,20.2,0
5,9510,9602,0.1,2,G,0,75,62.5,0
0,8612,9509,0.34,1,G,X,25,9.08,0
0,9510,9510,0.07,1,F,0,18,18,0
3,9109,9512,0.36,1,E,X,10,4.25,0
0,9301,9512,0.08,1,F,0,15,11.66,0
7,8801,9512,0.08,1,G,0,45,25,0
0,9509,9509,0.07,1,F,0,20,20,0
3,9103,9603,0.21,4,D,0,5,5,0
3,8608,9512,0.44,4,D,X,5,3.36,0
5,9002,9601,0.25,4,F,X,15,9.93,1
0,9010,9510,0.2,1,F,X,23,23.42,0
2,9403,9512,0.07,1,F,0,15,17.5,0
4,9010,9601,0.16,2,F,X,15,10.55,0
3,8909,9603,0.29,3,D,X,5,6.33,0
5,8909,9611,0.16,1,F,X,15,11.25,0
5,9301,9603,0.18,3,E,0,10,7,0
4,8912,9601,0.2,3,E,X,10,8.61,0
1,8902,9701,0.11,1,F,0,25,17.1,0
7,8910,9512,0.12,1,G,X,70,35.22,0
2,9501,9608,0.23,4,E,0,5,6.91,0
5,8801,9512,0.32,3,D,X,7,6,0
5,9501,9512,0.2,3,E,X,10,8,0
0,9301,9603,0.13,2,F,0,15,11,0
1,8702,9504,0.23,1,G,X,30,25.78,0
0,9409,9508,0.11,2,F,0,20,10.66,0
4,9602,9602,0.07,1,F,0,20,20,0
5,9602,9602,0.07,1,F,0,24,24,0
2,9112,9511,0.11,1,F,X,15,9.8,0
5,9510,9510,0.06,1,F,0,20,20,0
4,9601,9601,0.07,1,F,0,20,20,0
5,9409,9512,0.13,2,G,0,25,22.5,0
4,9410,9504,0.07,1,G,0,25,15,0
7,8904,9505,0.13,1,F,X,23,18.12,0
4,8610,9602,0.38,4,D,X,5,3.23,0
1,9401,9512,0.22,4,E,0,10,8,0
5,9201,9508,0.08,1,G,0,25,17,1
4,9110,9507,0.2,3,E,X,12,9.45,0
5,9402,9603,0.28,4,D,X,7,7.2,0
3,9203,9602,0.16,3,E,0,9,8.62,0
7,9011,9507,0.09,1,F,X,20,14.4,0
0,9011,9512,0.21,1,G,0,25,15.83,0
0,8801,9511,0.14,1,G,X,25,15.33,0
6,9602,9602,0.07,1,F,0,20,20,0
4,9310,9511,0.23,3,F,X,15,10.88,0
1,9511,9601,0.1,2,G,0,25,15,0
0,9310,9603,0.17,3,E,0,12,9,1
2,9002,9602,0.38,4,D,X,6,5.52,0
7,9410,9512,0.1,1,F,0,20,13.33,0
5,9411,9511,0.08,1,G,0,30,27.5,0
2,8611,9603,0.22,2,E,X,11,6.22,0
5,9501,9509,0.17,3,E,X,9,7.75,0
0,8608,9603,0.25,3,D,X,7,5.75,0
2,9009,9601,0.2,2,F,0,20,13.5,0
5,8909,9512,0.1,1,G,0,25,10.2,0
5,9303,9603,0.29,4,E,X,10,10.46,0
4,9401,9603,0.31,4,E,X,9,6.45,0
5,8911,9512,0.12,1,G,0,25,13,0
6,9204,9508,0.16,3,F,0,19,15.88,0
5,8803,9601,0.34,2,G,X,27,10.33,0
4,9412,9602,0.23,4,E,0,10,7.33,0
3,9010,9511,0.11,1,F,0,20,11.2,0
4,9509,9509,0.11,2,G,0,25,22.5,0
1,8610,9701,0.42,4,D,X,3,3.18,1
0,8803,9601,0.25,4,E,X,12,8.88,0
0,9507,9507,0.05,1,G,0,25,25,1
2,9410,9510,0.07,1,G,0,50,35,0
5,8910,9506,0.09,1,F,X,22,20,0
6,9509,9509,0.06,1,G,0,25,25,0
0,9407,9509,0.1,1,F,0,20,13.33,0
3,9402,9512,0.1,1,F,0,16,10.33,0
0,8912,9506,0.09,1,G,0,25,11.5,1
3,8904,9601,0.21,4,F,X,15,8.5,0
4,8910,9602,0.12,1,F,0,15,6.71,0
0,9401,9603,0.16,2,F,X,15,11.66,0
3,9506,9602,0.13,3,E,X,9,8,1
4,9201,9511,0.13,3,G,X,25,25,0
0,9506,9602,0.14,3,E,0,12,11.33,0
0,9405,9512,0.1,2,G,0,25,14.75,0
1,8707,9601,0.62,4,E,X,8,5,0
2,9101,9511,0.12,1,G,0,25,18.37,0
5,9602,9602,0.07,1,G,0,25,25,0
0,9601,9601,0.07,1,F,0,20,20,0
4,9411,9507,0.08,1,F,0,15,15,0
0,9410,9508,0.1,1,G,0,25,15.83,0
4,9502,9601,0.12,2,F,X,10,11.33,1
5,8902,9510,0.12,1,F,0,15,9.66,0
4,8703,9509,0.25,3,D,X,7,4.72,0
5,9411,9504,0.09,1,F,0,15,12.5,0
3,9509,9510,0.11,2,F,0,20,12.5,0
3,8704,9504,0.45,1,E,X,10,7.27,0
5,9410,9509,0.11,2,F,X,20,13.33,0
0,8801,9612,0.16,4,G,X,15,18.26,1
0,8910,9509,0.15,1,F,0,15,12,0
0,9210,9512,0.1,1,F,0,19,15.25,0
5,9103,9601,0.16,1,G,X,28,22.9,0
5,9401,9511,0.16,2,G,0,30,23.33,0
0,8810,9512,0.15,1,G,X,25,20.5,0
7,9601,9601,0.07,1,G,0,25,25,0
0,9502,9512,0.09,1,F,0,20,20,0
0,9601,9601,0.07,1,F,0,20,20,0
1,8809,9512,0.2,3,E,X,12,6.75,0
4,9501,9602,0.25,4,D,X,5,5.33,0
5,9002,9601,0.1,1,G,0,25,29.16,0
0,8810,9512,0.31,2,E,X,9,6.63,0
2,8707,9603,0.18,1,G,X,50,25,0
0,8608,9512,0.2,2,F,X,20,5.12,0
5,9309,9610,0.15,3,F,X,20,17.91,0
3,8902,9602,0.18,4,F,X,9,10.07,0
1,9301,9602,0.38,4,D,X,3,5.6,0
1,8612,9512,0.32,1,E,X,10,6.94,0
4,9507,9603,0.27,3,E,0,5,6.66,0
2,9102,9512,0.2,3,E,0,10,7.9,0
3,9301,9511,0.24,3,F,X,11,9.7,0
6,9212,9511,0.11,1,G,0,25,24,0
5,9506,9601,0.14,3,E,X,10,10,0
6,9203,9702,0.18,1,F,0,7,7.42,0
1,8802,9512,0.2,2,F,X,16,10,0
0,9004,9601,0.2,2,F,X,10,10.72,0
0,9512,9512,0.07,1,F,0,15,15,1
3,8611,9602,0.2,2,E,X,10,5.69,0
7,9112,9510,0.13,1,G,X,25,17,0
0,9009,9601,0.16,1,F,X,20,9.6,0
6,9410,9506,0.08,1,F,0,20,20,0
5,8411,9611,0.35,1,F,X,10,12.07,0
0,9202,9602,0.16,2,F,0,17,10.87,0
5,8707,9511,0.11,1,F,X,20,17.25,0
0,8911,9601,0.25,2,E,X,10,6.73,0
0,9210,9509,0.21,2,E,X,12,8.7,0
2,9203,9512,0.2,1,G,X,25,14.18,0
7,9111,9602,0.23,1,F,X,20,10.07,0
0,9510,9510,0.05,1,G,0,28,28,0
5,8801,9512,0.32,3,F,X,15,12.08,0
4,8610,9601,0.26,2,F,X,15,9.43,0
5,9507,9507,0.06,1,F,0,15,15,0
6,9601,9601,0.07,1,G,0,25,25,0
0,9504,9511,0.1,2,F,0,5,10,0
4,9407,9505,0.08,1,F,0,21,13,0
4,8703,9601,0.17,2,F,0,6,8.25,0
5,8703,9510,0.24,1,E,X,10,7.94,0
4,9302,9512,0.16,3,E,0,10,9.57,0
3,9301,9509,0.19,3,G,0,25,17.22,0
0,8611,9510,0.17,2,F,X,17,8.5,0
4,9310,9509,0.24,4,D,X,8,5.77,0
1,8904,9603,0.2,2,E,X,10,6.61,1
0,9106,9511,0.29,4,E,X,10,6.94,0
5,9101,9511,0.15,2,F,X,6,10.77,0
1,8704,9602,0.3,4,D,X,9,6.71,0
2,8703,9512,0.23,3,E,X,6,9.05,0
0,9501,9601,0.22,4,E,0,10,6.83,0
7,8607,9509,0.24,1,F,X,20,13.2,0
1,9506,9506,0.05,1,G,0,25,25,0
1,8802,9601,0.14,1,F,X,15,7.44,0
1,9009,9509,0.2,1,F,X,15,7.25,0
7,8608,9512,0.22,1,E,X,10,10.76,1
0,9402,9504,0.07,1,F,0,15,10,0
4,9501,9603,0.12,2,F,0,20,14,0
3,9501,9506,0.11,1,F,0,20,14.33,0
5,9401,9512,0.15,2,F,0,15,9.4,0
5,9012,9701,0.14,1,F,0,18,11.5,0
0,8608,9512,0.32,2,F,X,20,13.14,0
0,8701,9602,0.3,3,E,X,6,3.8,0
4,9501,9509,0.09,1,F,0,20,15,0
2,9009,9702,0.14,1,F,X,35,15.41,0
6,9108,9511,0.29,4,D,0,5,5.51,0
5,9011,9508,0.2,2,F,X,16,13.25,0
0,9312,9603,0.12,2,F,0,16,13,0
4,9009,9508,0.16,3,E,0,10,9.11,0
7,8609,9512,0.31,4,D,X,5,5.11,0
6,9602,9602,0.06,1,G,0,25,25,0
3,9104,9602,0.17,4,E,0,12,11.2,0
2,8704,9512,0.14,1,G,X,25,11.44,0
0,9401,9512,0.2,3,E,0,9,7.85,0
6,9409,9512,0.12,1,F,0,20,11.33,0
4,9011,9511,0.14,1,F,X,15,12,0
2,9602,9602,0.07,1,F,0,15,15,0
7,9009,9601,0.1,1,G,0,25,27,0
4,8612,9602,0.23,1,G,X,25,23.38,1
0,9209,9604,0.14,1,G,0,25,12.87,0
0,8803,9601,0.15,1,G,X,25,17.54,0
4,9509,9603,0.17,3,E,0,11,8.66,0
7,8608,9512,0.27,2,E,X,9,6.59,0
3,9309,9509,0.1,1,F,0,20,9.33,0
5,9203,9601,0.16,1,F,0,20,9.37,0
3,8611,9603,0.23,4,D,X,6,5.06,1
5,9406,9601,0.23,4,D,X,7,6.14,0
0,9102,9603,0.1,1,G,0,25,15.83,0
6,8703,9507,0.2,1,E,X,12,9.41,0
0,9509,9509,0.07,1,F,0,15,15,0
3,9104,9506,0.09,1,G,0,25,25,0
3,9510,9603,0.11,2,G,0,37,26,0
3,9401,9512,0.11,2,G,0,50,25,0
5,9012,9603,0.09,1,F,0,20,14.2,0
7,9301,9512,0.27,4,D,X,6,5.9,0
5,9309,9505,0.11,1,F,0,19,12.25,0
1,9509,9509,0.07,1,F,0,15,15,0
5,9109,9512,0.1,1,F,X,15,13.5,0
3,8809,9603,0.15,3,F,0,12,9.88,0
7,9601,9601,0.07,1,G,0,28,28,0
2,8608,9512,0.26,1,E,X,11,3.66,0
7,9103,9504,0.14,1,F,0,16,10.57,0
5,9006,9602,0.19,4,F,X,16,9.71,0
0,8705,9507,0.21,2,F,X,21,13.05,0
0,9501,9512,0.2,3,E,0,10,8.6,0
0,9601,9601,0.07,1,F,0,15,15,0
5,8904,9512,0.18,2,F,X,15,11.16,0
3,9509,9601,0.1,2,G,X,25,17.5,0
6,9010,9511,0.3,4,D,X,6,5.83,0
4,8611,9601,0.37,4,D,X,5,4.26,0
4,9202,9603,0.13,3,E,0,10,7.83,0
7,8802,9512,0.2,2,E,0,12,10.07,0
7,9403,9511,0.09,1,F,0,20,13.33,0
6,9511,9511,0.08,1,F,0,20,20,0
2,9510,9510,0.05,1,G,0,30,30,0
2,8610,9512,0.5,3,D,X,5,8.07,1
2,9501,9601,0.16,3,E,X,10,8.75,0
2,9301,9512,0.08,1,F,0,15,10,0
4,8910,9510,0.12,1,G,0,45,24.71,0
5,9411,9603,0.16,3,F,X,15,11.25,0
0,9401,9511,0.23,2,F,X,15,11.75,0
0,9404,9512,0.11,1,F,0,15,10.5,0
0,8809,9512,0.37,2,E,X,10,5.24,0
5,9503,9506,0.09,1,F,0,20,20,0
3,9001,9512,0.12,1,G,X,25,17,0
7,9201,9509,0.28,3,D,X,9,5.85,0
7,8801,9602,0.18,2,E,X,10,14.95,0
4,9102,9512,0.31,4,D,0,8,6,0
2,8612,9601,0.45,4,D,X,2,2.16,0
7,9209,9512,0.1,1,F,0,20,12.5,0
0,9401,9506,0.06,1,G,0,25,21.66,0
3,9511,9511,0.06,1,F,0,15,15,0
3,9103,9509,0.08,1,F,0,21,15.25,0
3,9111,9601,0.15,2,F,0,14,10.12,0
7,9009,9602,0.13,2,E,X,10,15.58,0
5,9111,9601,0.17,2,F,0,20,10.7,0
6,9301,9507,0.12,1,F,0,15,9.2,0
5,8707,9509,0.16,1,G,X,36,26.28,0
1,9411,9603,0.12,3,G,0,15,18.66,0
1,8902,9512,0.26,4,G,X,25,11.21,0
2,9509,9509,0.06,1,G,0,25,25,0
5,9409,9609,0.16,4,F,0,10,12.28,0
5,9501,9512,0.12,2,G,0,25,26.66,0
5,8612,9601,0.39,2,E,X,10,8.75,0
6,9401,9603,0.33,4,E,X,11,8.33,0
0,9004,9511,0.3,2,F,X,10,11.63,0
5,8910,9512,0.15,1,G,X,31,17.12,0
0,9411,9601,0.27,4,D,0,6,4.83,0
1,8701,9512,0.11,1,G,0,25,14.21,0
5,8801,9510,0.17,2,G,X,20,16.66,0
2,9411,9512,0.16,3,E,0,10,10,0
7,9110,9504,0.07,1,F,0,20,14,0
2,9009,9603,0.27,3,G,X,32,16.16,0
1,8610,9602,0.43,3,E,X,10,4,0
5,8701,9512,0.32,2,E,X,10,4.6,0
1,8809,9511,0.18,2,E,X,10,7.18,0
1,8912,9603,0.26,3,E,X,14,13.29,0
4,9311,9512,0.19,3,F,X,20,10,0
7,9003,9602,0.2,2,E,0,8,5.72,0
1,8609,9702,0.53,4,E,X,10,8.69,0
2,9603,9603,0.09,1,F,0,15,15,0
3,9601,9601,0.07,1,F,0,15,15,0
0,8810,9512,0.11,1,F,0,18,13.5,0
6,9110,9603,0.08,1,F,0,15,11.5,0
5,8809,9603,0.19,3,E,X,3,8.6,0
4,9401,9602,0.1,1,G,X,25,15.25,0
2,9302,9511,0.21,4,E,X,10,8.88,0
0,9510,9510,0.06,1,F,0,20,20,0
7,8708,9511,0.1,1,F,0,15,9.28,0
4,9402,9602,0.21,3,E,X,10,6.14,0
7,9601,9601,0.07,1,F,0,15,15,0
2,9310,9506,0.06,1,F,0,17,16.25,0
5,9506,9506,0.07,1,F,0,20,20,0
1,9401,9504,0.12,1,F,0,15,10.75,0
2,8609,9506,0.26,1,F,X,19,7.26,0
4,9403,9512,0.34,4,D,X,5,4.45,1
4,9501,9602,0.15,2,F,0,20,15,0
0,9402,9509,0.05,1,F,0,20,20,0
0,9502,9510,0.16,3,E,X,9,7.5,0
1,9002,9601,0.11,1,F,0,20,11,0
2,8608,9505,0.1,1,F,0,15,10.66,0
0,8803,9603,0.4,4,D,X,5,4.58,0
0,8802,9609,0.33,3,D,X,10,10.39,0
4,8903,9702,0.12,2,G,0,35,21,0
0,8702,9512,0.17,1,F,X,17,8.81,0
4,9411,9512,0.16,3,E,0,9,8,0
3,9203,9601,0.24,4,D,0,4,4.33,0
7,9510,9510,0.06,1,F,0,20,20,1
2,9203,9603,0.15,3,E,0,12,10.87,0
5,8803,9511,0.18,1,F,X,18,13.07,0
2,9602,9602,0.07,1,F,0,20,20,0
1,8609,9512,0.32,3,D,X,5,4.83,0
4,9001,9512,0.22,1,G,X,25,17.06,0
3,9602,9602,0.07,1,G,0,30,30,0
5,9209,9512,0.07,1,F,X,22,20.66,1
5,8911,9512,0.15,1,G,0,40,25,0
4,9601,9601,0.06,1,F,0,15,15,0
5,8701,9602,0.21,2,F,X,10,10.93,0
2,9103,9602,0.12,2,F,X,20,14.66,0
6,9301,9512,0.2,2,F,X,20,12.4,0
1,9411,9512,0.12,2,G,0,11,15.66,0
5,9310,9603,0.08,1,F,0,20,15,0
3,8809,9512,0.32,4,F,X,10,11.48,0
2,8612,9506,0.28,1,E,X,10,5.9,0
2,8610,9504,0.16,1,F,X,15,12.66,0
2,9506,9601,0.08,2,G,0,25,22.5,0
1,9601,9603,0.13,2,F,0,20,12.5,0
5,9201,9511,0.1,1,F,0,15,9.5,0
2,9402,9602,0.14,3,G,X,10,13.37,0
0,9311,9604,0.18,3,E,X,10,6.9,0
6,9602,9602,0.07,1,F,0,20,20,0
5,8712,9601,0.14,1,F,X,20,13,0
0,9111,9512,0.2,1,F,X,15,7.45,0
4,9201,9610,0.11,1,F,X,15,15,0
0,9603,9603,0.06,1,F,0,20,20,0
5,9402,9508,0.14,2,F,X,20,11.2,0
5,9009,9603,0.17,3,E,0,10,5.87,0
2,8703,9511,0.17,2,E,X,10,8.33,0
7,8801,9609,0.23,1,E,X,10,10.23,0
2,9109,9512,0.25,3,E,X,10,6.57,0
1,8611,9611,0.28,2,E,X,10,7.75,1
6,9403,9504,0.11,1,F,X,15,9.66,0
4,9512,9512,0.08,1,F,0,15,15,0
2,8703,9511,0.17,2,F,X,19,7.08,0
4,8705,9512,0.29,1,E,X,13,9.21,0
2,8610,9512,0.26,1,G,X,25,15.93,0
3,9509,9509,0.05,1,G,0,25,25,0
0,9301,9511,0.17,3,F,X,20,14.25,0
2,9411,9601,0.09,1,F,0,20,15,0
2,9511,9511,0.09,1,G,0,25,25,0
2,9302,9512,0.2,3,F,0,17,13.2,0
5,9302,9510,0.1,1,F,0,15,8.75,0
5,9103,9509,0.08,1,F,0,15,13,0
4,8608,9512,0.22,3,D,0,8,5.5,0
5,9411,9512,0.08,1,F,0,16,13,0
0,8910,9504,0.13,1,F,0,15,8,0
0,8704,9512,0.17,1,F,X,15,11,0
0,9506,9512,0.1,2,F,0,20,15,0
3,8911,9504,0.15,1,F,0,16,11.72,0
3,9203,9512,0.12,3,F,0,15,9.2,0
7,9409,9512,0.09,1,F,0,20,12.5,0
6,9509,9509,0.07,1,F,0,15,15,0
0,8703,9512,0.38,4,D,X,4,5.06,0
4,9103,9602,0.26,4,D,X,5,5,0
2,8910,9603,0.19,2,E,X,12,8,0
3,8610,9601,0.25,1,E,X,10,8.31,0
0,9509,9603,0.57,4,G,0,10,16.25,0
6,8905,9602,0.23,3,E,X,10,6,1
0,9402,9512,0.15,1,F,X,20,8.4,0
0,9510,9601,0.11,2,F,0,20,20,0
0,8611,9609,0.23,3,D,X,5,5.75,0
7,9310,9511,0.09,1,F,0,20,10.66,0
6,9410,9511,0.1,1,F,X,21,17,0
0,9501,9603,0.11,2,F,X,20,16.66,0
0,9601,9601,0.07,1,G,0,25,25,0
5,8610,9601,0.25,3,E,X,7,10.35,0
1,9201,9701,0.13,2,F,0,20,13.63,0
5,8701,9506,0.35,1,E,X,11,10.02,0
1,9105,9504,0.21,1,F,X,15,10.68,0
3,9309,9512,0.14,4,G,0,25,20.83,0
6,8811,9601,0.21,3,D,X,6,5.5,0
1,9010,9508,0.2,1,F,X,16,9.91,0
0,9101,9511,0.27,2,F,X,20,14,0
2,8611,9505,0.33,1,E,X,10,7.22,0
2,9412,9602,0.16,3,E,0,10,8.5,0
4,8710,9505,0.36,1,F,X,15,11.64,0
7,9401,9601,0.11,3,G,0,30,25,0
3,8910,9602,0.17,3,E,X,10,10.18,0
0,9501,9512,0.09,1,F,0,21,13,0
1,8612,9603,0.25,2,G,X,25,13.25,1
5,9304,9504,0.08,1,F,0,18,10,0
0,8612,9601,0.32,1,E,X,11,8.57,0
2,8703,9505,0.23,1,E,X,14,17.17,0
1,9601,9601,0.07,1,F,0,15,15,0
0,8703,9509,0.34,3,E,X,10,4.68,0
6,9409,9510,0.08,2,F,X,10,15,0
4,9602,9602,0.06,1,F,0,20,20,0
0,8611,9612,0.24,2,F,X,12,12.51,0
0,9009,9512,0.11,1,F,0,15,6.6,0
2,8612,9602,0.24,1,F,X,20,4.01,0
6,9202,9603,0.18,1,F,X,23,16.78,1
3,9012,9511,0.24,1,E,0,10,4.62,0
2,9407,9512,0.1,1,G,0,25,20,0
4,9507,9601,0.11,2,F,0,15,12.5,0
4,9010,9601,0.34,4,D,0,7,6,0
2,9506,9507,0.08,2,G,0,25,25,0
2,8809,9507,0.11,1,F,0,20,13.2,0
5,9602,9602,0.07,1,G,0,25,25,0
7,8612,9507,0.47,1,G,X,25,10.47,0
3,8802,9512,0.24,2,F,X,15,6.64,0
5,9601,9601,0.07,1,F,0,20,20,0
0,8610,9609,0.37,4,D,X,5,5.61,0
1,8703,9509,0.23,1,F,X,15,7.14,0
0,9602,9602,0.07,1,G,0,25,25,0
4,9401,9511,0.17,4,D,X,6,6.16,0
5,9409,9507,0.08,1,F,0,20,12.5,0
2,9010,9511,0.12,2,G,0,25,15.85,0
2,9401,9511,0.28,4,D,X,8,5.7,0
3,9410,9512,0.16,2,F,0,15,14,0
3,9506,9601,0.21,4,E,X,9,6.4,0
3,8912,9509,0.12,3,G,0,20,13.33,0
6,9404,9510,0.08,1,G,0,25,15,0
1,9401,9702,0.53,2,F,0,10,6.82,0
0,9501,9602,0.09,3,G,0,5,66,0
6,9301,9508,0.26,2,F,X,20,12.45,0
0,9507,9507,0.07,1,F,0,15,15,0
5,8610,9504,0.34,1,G,X,37,18.78,0
2,9410,9506,0.1,1,G,0,25,31.66,0
0,9001,9509,0.1,1,G,0,25,17.5,0
3,8810,9510,0.29,4,D,X,5,3.52,0
5,9111,9511,0.14,1,F,0,20,9.28,0
7,9407,9508,0.14,3,F,0,14,13.5,0
2,9501,9603,0.16,3,E,X,6,8,0
0,8609,9506,0.25,1,E,X,10,9.9,0
5,8704,9512,0.13,1,G,X,40,13.37,0
7,9412,9603,0.12,2,F,0,14,13,0
7,9402,9504,0.07,1,F,0,20,11.5,0
6,8610,9702,0.38,2,E,X,5,8.21,0
7,9501,9601,0.12,2,F,0,20,13.33,0
7,9106,9602,0.13,2,F,X,10,12.57,0
4,9310,9512,0.09,1,F,0,15,16.66,0
4,9409,9603,0.22,4,E,X,5,5.83,0
5,9502,9603,0.11,3,F,X,10,12.2,0
5,8703,9601,0.42,4,G,X,25,9.06,0
4,9504,9506,0.04,1,G,0,55,40,0
4,8801,9503,0.16,1,G,X,25,11,0
0,9305,9603,0.15,1,G,0,52,33.66,0
1,8710,9603,0.19,4,D,X,6,5.83,0
5,9601,9601,0.07,1,F,0,20,20,0
0,8612,9511,0.58,2,G,X,30,11.44,0
7,9603,9603,0.07,1,F,0,20,20,0
6,9502,9601,0.12,2,G,0,30,25.3,0
4,9009,9511,0.13,1,G,0,25,11.12,0
3,9410,9511,0.11,1,F,0,15,10,0
2,9406,9508,0.13,3,E,0,10,10,0
6,9204,9601,0.1,1,G,X,35,18,0
2,9501,9601,0.1,1,F,0,20,12.5,0
4,9001,9602,0.43,4,D,X,5,6.28,0
0,9501,9506,0.1,1,F,0,20,20,0
5,9002,9601,0.11,1,F,0,15,10,0
0,8802,9612,0.27,3,D,X,5,10.75,0
3,9302,9505,0.11,1,G,X,25,13.2,0
5,8802,9601,0.13,2,F,0,15,12.77,0
0,8701,9510,0.14,1,F,0,16,9.1,0
0,8608,9506,0.3,1,E,X,10,8.21,0
0,9410,9509,0.08,1,F,0,15,10,0
4,9411,9503,0.09,1,F,0,17,16,0
0,9510,9602,0.1,2,F,0,20,20,0
7,9103,9512,0.19,2,E,X,10,8.5,0
0,8710,9509,0.16,1,F,X,20,9.81,0
5,8608,9603,0.25,4,E,X,11,7.02,0
7,8909,9512,0.12,2,G,0,25,16.62,0
6,9002,9512,0.17,4,E,X,10,10.41,0
6,8707,9506,0.14,2,F,0,6,12,0
4,8901,9508,0.19,2,E,X,10,9.75,0
4,8708,9506,0.16,1,F,X,15,7.65,0
3,9505,9505,0.06,1,F,0,20,20,1
0,8809,9512,0.21,2,F,X,20,7.85,0
3,9507,9512,0.11,2,F,0,15,10,0
0,9507,9601,0.11,2,F,0,20,14,0
3,9502,9512,0.12,2,F,0,15,10,0
2,9602,9602,0.07,1,F,0,20,20,0
3,9111,9603,0.17,4,F,0,9,9.75,0
2,8911,9510,0.34,3,F,X,20,17.52,0
3,8608,9601,0.34,3,G,X,15,10.06,0
5,8910,9603,0.23,1,G,X,26,17.35,0
4,8912,9603,0.12,2,F,0,20,13,0
4,9209,9601,0.34,3,D,X,3,7.1,0
0,9201,9602,0.31,3,E,X,10,8.37,0
2,9412,9601,0.14,3,E,0,10,8.5,0
4,9403,9512,0.09,1,F,0,20,13.33,0
7,9501,9506,0.09,1,F,0,15,14,0
7,9110,9509,0.16,1,F,0,15,7.5,0
3,9112,9506,0.08,1,F,0,20,10.66,0
4,9109,9509,0.3,3,D,X,8,4.8,0
2,8612,9511,0.34,2,G,X,25,11.59,0
2,8704,9601,0.18,2,F,X,21,10.28,0
1,8912,9512,0.14,1,F,X,15,8.12,0
0,9001,9510,0.16,1,F,0,21,17,0
4,9011,9509,0.3,1,E,X,10,3.58,0
0,9507,9603,0.15,3,E,0,6,8.66,0
3,9002,9601,0.27,3,D,X,6,4.33,1
7,9202,9602,0.1,1,F,0,15,11,0
5,8612,9512,0.24,3,F,X,18,14,0
4,8610,9512,0.24,2,E,X,25,8.42,0
5,9402,9511,0.13,1,F,0,15,7.8,0
2,8703,9603,0.35,3,E,X,5,10.02,0
3,8803,9507,0.18,1,F,X,15,12.54,0
1,9502,9511,0.08,1,G,0,30,27.5,0
6,9501,9510,0.07,1,F,0,20,22.5,0
6,8909,9512,0.14,2,G,X,25,16.22,0
1,9510,9602,0.11,2,F,0,20,20,0
5,9402,9511,0.13,1,F,0,20,8.8,0
